title|composer|chrds|prnt|mp3|rank|year|rb|nrb|srb|aebersold|irb|irbg|
Over The Rainbow (Somewhere)|Harold Arlen||||63|1938|""|3||034,|y||
Ow|||||858|1947|"3_230"||||||
Oye Como Ya|||||||"2_403"||||||
P.s. I Love You|Gordon Jenkins||||774|1934|"1"||||y||
Padam...padam|||||||""|||||y|
Palo-alto|||||||"2_282"||||||
Panama|||||493|1911|""||||||
Panique|||||||""|||||y|
Pannonica|Thelonious Monk||||494|1956|"2_281"||||y||
Paper Doll|Johnny Black||||||""||||y||
Paprika|||||||""|||||y|
Paquito|||||||""|||||y|
Paramount Stomp|||||||""|||||y|
Parisian Thoroughfare|Bud Powell||||||""||||y||
Parker's Mood|Charlie Parker||||488|1948|""||||y||
Party's Over, The|Styne-Comden-Green||||704|1956|"3_231"|||025,|y||
Passion|||||||""|||||y|
Passion Dance|McCoy Tyner||||||"1_337"||||y||
Passion Flower|Billy Strayhorn||||411|1944|"1"||||y||
Passport|Charlie Parker||||||"3_234"||||y||
Patchiena|||||||""|||||y|
Patterns|||||||"2_284"||||||
Peace|Horace Silver||||923|1959|"1_340"|2||i,017,|y||
Peaches En Regalia|||||||"1_338"||||||
Peacocks, The|Jimmy Rowles||||605|1975|""||||y||
Peanut Vendor, The|||||519|1928|""||||||
Pearlie's Swine|||||||"1_341"||||||
Peche A Ia Mouche|||||||""|||||y|
Pee Wee|Tony Williams||||||"1_342"||||y||
Peel Me A Grape|Dave Frishberg||||||""||||y||
Peg O' My Heart|||||655|1913|""|||080,|||
Peggy's Blue Skylight|||||||"1_343"||||||
Penguin, The|||||||""|||||y|
Pennies From Heaven|Arthur Johnston||||81|1936|"2_286"||||y||
Penny Arcade|||||||"2_287"||||||
Pensativa|Clare Fischer||||||"1_344"||||y||
Pent-up House|Sonny Rollins||||||"1_346"||||y||
Penthouse Serenade|Jason-Burton||||580|1931|"1"||||y||
People|Jule Styne||||508|1963|"3_236"||||y||
People Will Say We're In Love|Richard Rodgers||||806|1943|"2_292"||||y||
Perdido|Juan Tizol||||58|1942|"2_288"|2||012,065,067,|y||
Perdido Line|||||||"2_290"||||||
Perfect Love, Jamala|||||||"1_9"||||||
Perfidia|||||885|1939|""||||||
Perhaps|Charlie Parker||||||"3_238"||||y||
Perhaps, Perhaps, Perhaps|Farres-Davis||||||""||||y||
Peri's Scope|Bill Evans||||||"1_347"||||y||
Petit Fleur|Sidney Bechet||||||""||||y||
Petite Fleure|||||||"2_293"||||||
Petits Machins|||||||"2_294"||||||
Pfrancing (No Blues)|Miles Davis||||||"1_348"||||y||
Phase Dance|Pat Metheny||||||"2_296"||||y||
Picadilly Lilly|||||||"3_239"||||||
Pick Yourself Up|Jerome Kern||||550|1936|"2_295"|||055,|y||
Pinetop's Boogie Woogie|||||965|1929|""||||||
Ping Pong|Wayne Shorter||||||""||||y||
Pinocchio|Wayne Shorter||||||"1_349"||||y||
Pithycanthropus Erectus|||||||"1_350"||||||
Place De Broukere|||||||""|||||y|
Place Du Tertre|||||||""|||||y|
Place Parodi|||||||""|||||y|
Plain Jane|||||||"1_10"||||||
Platz Blues|||||||"3_235"||||||
Played Twice|Thelonious Monk||||||"1_351"||||y||
Please Be Kind|||||697|1938|""|||||y|
Please Don't Talk About Me|||||||""|||||y|
Please Don't Talk About Me When I'm Gone|||||634|1930|""||||||
Please Send Me Someone To Love|||||322|1950|""||||||
Poinciana|Nat Simon||||334|1936|"3_240"|||072,|y||
Point Of Return|||||||"3_241"||||||
Polka Dots And Moonbeams|||||79|1940|"2_297"|1||023,058,|||
Polkadots And Moonbeams|Jimmy Van-Heusen||||||""||||y||
Poor Butterfly|Raymon Hubbell||||196|1916|"3_242"|||039,080,|y||
Popsicle Toes|Michael Franks||||||""||||y||
Porto Cabello|||||||""|||||y|
Portrait Of Jennie|Burdge-Robinson||||795|1948|"2_298"||||y||
Portsmouth Figurations|||||||"1_352"||||||
Pragression|||||||"2_299"||||||
Preacher, The|Horace Silver||||599|1956|"2_300"|||017,|y||
Prelude To A Kiss|Duke Ellington||||46|1938|"1_353"|3||012,|y||
Premier Bal|||||||""|||||y|
Pretend|Douglas-Parman-Lavere||||||""||||y||
Pretty Girl Is Like A Melody, A|||||||"3_243"||||||
Prince Of Darkness|||||||"1_354"||||||
Princesse Des Etoiles|||||||""|||||y|
Prise De Courant|||||||""|||||y|
Prism|Keith Jarrett||||||"3_244"||||y||
Prisoner Of Love|||||670|1931|"2"|||046,|||
Pure Imagination|||||||"3_245"||||||
Pursuance|||||||"2_300"||||||
Pussy Cat Dues|||||||"1_355"||||||
Put On A Happy Face|Charles Strouse||||||""||||y||
Quand Refleuriront Les Lilas Blancs|||||||""|||||y|
Quasimodo|Charlie Parker||||||""||||y||
Que Reste-t-il De Nos Amours|||||||""|||||y|
Questar|Keith Jarrett||||||""||||y||
Question And Answer|Pat Metheny||||||""||||y||
Quicksilver|||||||"2_301"||||||
Quiet Now|Denny Zeitlin||||||"1_356"||||y||
R-vingt Six|||||||""|||||y|
Radio|Steve Swallow||||||""||||y||
Rahsaan's Run|||||||"3_246"||||||
Rainbow Connection, The|Williams-Ascher||||||""||||y||
Raincheck|Billy Strayhorn||||412|1942|""|||066,|y||
Ramblin'|||||||"2_307"||||||
Raven, The|||||||"1_357"||||||
Ray's Idea|||||780|1946|""|||036,|||
Re-re|||||||"3_247"||||||
Re: Person I Knew|Bill Evans||||||"3_248"||||y||
Real Guitarist, The|||||||"1_358"||||||
Recado Bossa Nova|Djalma Ferreira||||||"2_302"||||y||
Recordame|Joe Henderson||||||"1_359"||||y||
Red Clay|Freddie Hubbard||||||"1_362"||||y||
Red Cross|||||978|1945|"2_303"||||||
Red Sails In The Sunset|||||600|1935|""||||||
Red Top|Lionel Hampton||||855|1947|"3"||||y||
Reflections|Thelonious Monk||||706|1952|"1_11"||||y||
Reincarnation Of A Lovebird|||||||"1_360"||||||
Relaxin' At Camarillo|Charlie Parker||||748|1947|""||||y||
Relaxin' At Carmarillo|||||||"3_249"||||||
Remark You Made, A|||||||"2_304"||||||
Remember|Irving Berlin||||362|1925|""||||y||
Resolution|||||||"1_363"||||||
Rhythm Changes|||||||""|||||y|
Rhythm-a-ning|Thelonious Monk||||347|1958|"2_309"||||y||
Rhythmes Gitanes|||||||""|||||y|
Ring Dem Bells|||||932|1930|"1"||||||
Riverboat Shuffle|||||985|1939|""||||||
Road Song|Wes Montgomery||||||"1_12"||||y||
Robbin's Nest|Thompson-Jacquet||||710|1947|"2_306"|1||036,|y||
Rock-a-bye Your Baby With A Dixie Melody|||||||""|||||y|
Rockin' Chair|Hoagy Carmichael||||437|1929|"3"|2|||y||
Rockin' In Rhythm|||||369|1930|"2"||y||||
Rocks In My Bed|||||933|1941|""||||||
Roll 'em|||||814|1938|""||||||
Roll 'em Pete|||||930|1941|""||||||
Romantique Voyage|||||||""|||||y|
Room 608|||||||"3_252"||||||
Rosalie|||||939|1937|""||||||
Rose Of The Rio Grande|||||732|1922|""||||||
Rose Room|Art Hickman||||199|1917|"3"|||079,|y||
Roses De Picardie|||||||""|||||y|
Rosetta|Earl Hines||||203|1933|"2"|2||006,|y||
Rosewood|||||||"3_250"||||||
Round Midnight|Thelonious Monk|y|y|y|4|1944|"1_364"||y|040,056,118,|y||
Round Trip|||||||"2_307"||||||
Route 66|Bobby Troup||||899|1946|"2"||||y||
Royal Garden Blues|||||204|1919|""|||100,||y|
Rubberneck|||||||"2_308"||||||
Ruby|||||637|1953|""|3|||||
Ruby My Dear|||||355|1945|"1"|1||036,056,|||
Ruby, My Dear|Thelonious Monk||||||""||||y||
Rudolph The Red-nosed Reindeer|||||981|1949|""|||078,|||
Runnin' Wild|||||482|1922|""|||||y|
Russian Lullaby|||||469|1927|"2"|||||y|
S Wonderful|||||98|1927|""||||||
S' Wonderful|George Gershwin||||||""||||y||
S'posin'|Paul Denniker||||||""||||y||
S.o.s.|Wes Montgomery||||||""||||y||
Saga Of Harrison Crabfeathers, The|Steve Kuhn|y|y|y|||""||||y||
Sail Away|Tom Harrell||||||""||||y||
Saint James Infirmary|||||||"2_325"||||||
Saint Thomas|||||||"2_315,3_253"||||||
Salt Peanuts|Dizzy Gillespie||||796|1941|"2_310"||||y||
Samba De Orfeu|Luiz Bonfa||||||"3_254"||||y|y|
Samba Du Bois|||||||"2_311"||||||
Samba Recipe|||||||""|||||y|
Sambacide|||||||"3_258"||||||
Same Shame|||||||"1_366"||||||
San Francisco Holiday|Thelonious Monk||||||""||||y||
Sandu|Clifford Brown||||||"2_312"||||y||
Santa Claus Is Coming To Town|||||417|1934|""|||078,|||
Santurce|||||||"3_256"||||||
Satellite|John Coltrane||||||""||||y||
Satin Doll|Strayhorn-Ellington|y||y|45|1953|"1_367"|1||012,054,066,|y||
Save Your Love For Me|Buddy Johnson||||||""||||y||
Say It (Over And Over Again)|Frank Loesser||||||""||||y||
Say It Isn't So|||||639|1932|"3"||||||
Scene|Tom Harrell||||||""||||y||
Scene Is Clean, The|||||||"2_411"||||||
Scotch 'n' Soda|||||||"1_368"||||||
Scotch And Soda|Dave Guard||||||""||||y||
Scrapple From The Apple|Charlie Parker||||271|1947|"1_369"|||i,006,069,|y||
Sea Journey|Chick Corea||||||"1_370"||||y||
Seabrook Revisited|||||||"3_259"||||||
Second Star To The Right, The|Sammy Fain||||||""||||y||
Second Time Around, The|Jimmy Van-Heusen||||646|1960|""|3|||y||
Secret Love|Sammy Fain||||311|1953|"3_260"||y|061,|y||
See See Rider|||||468|1943|""||||||
Seems To Me|||||||"3_262"||||||
Segment|Charlie Parker||||||""||||y||
Self Portrait In 3 Colors|||||||"1_372"||||||
Semblence|||||||"1_373"||||||
Send In The Clowns|||||707|1973|""||||||
Senjor Mouse|||||||"1_374"||||||
Sent For You Yesterday|||||816|1938|""||||||
Sentimental Journey|Brown-Green-Homer|y|||792|1944|"2"||||y||
September In The Rain|Harry Warren||||274|1937|"2_313"||y|040,097,107,|y||
September Song|Kurt Weill||||76|1938|"2_314"|2||025,065,|y||
Serenade In Blue|||||693|1942|""||y||||
Serenade To A Cuckoo|Roland Kirk||||||"1_377"||||y||
Serenade To A Soul Sister|||||||"2_316"||||||
Serenata|||||891|1949|""|3||052,|||
Serene|Eric Dolphy||||||"2_315"||||y||
Serenity|Joe Henderson||||||"2_319"||||y||
Serpent's Tooth|||||||"3_263"||||||
Seul(e) Ce Soir|||||||""|||||y|
Seven Come Eleven|Goodman-Christian||||562|1940|"1_378"||||y||
Seven Steps To Heaven|Victor Feldman||||||"1_379"||||y||
Seventeen West|||||||"2_317"||||||
Shades Of Light|||||||"1_380"||||||
Shadow Of Your Smile, The|Johnny Mandel||||276|1965|"1_381"|3||034,|y||
Shanty In Old Shanty Town|||||||""|||||y|
Shaw 'nuff|Charlie Parker||||||""||||y||
Shaw Nuff|||||601|1945|"3_264"|1|||||
She's Funny That Way|Charles Daniels||||192|1928|""||||y||
Sheik Of Araby|||||165|1921|""|||100,||y|
Shim-me-sha-wabble|||||826|1917|""||||||
Shine|Dabney-Mack-Brown||||498|1910|"2"||||y||
Shine On Harvest Moon|||||846|1908|""||||||
Shiny Stockings|Frank Foster||||421|1955|"2_318"||y|i,|y||
Shoe Shine Boy|||||644|1936|""||||||
Short Riff|||||||"2_356"||||||
Short Stop|||||||"2_322"||||||
Shutter Bug|||||||"2_322"||||||
Si Si|Charlie Parker||||||""||||y||
Si Tu Savais|||||||""|||||y|
Sid's Delight|Tadd Dameron||||||""||||y||
Sidewinder|||||727|1959|"1_382"|||106,|||
Silent Night, Holy Night|||||476|1818|""|||078,125,|||
Silver's Serenade|Horace Silver||||||"2_320"||||y||
Simone|Frank Foster||||||"2_321"||||y||
Since I Fell For You|Buddy Johnson||||197|1945|""||y||y||
Sing Me Softly Of The Blues|||||||"1_383"||||||
Sing, Sing, Sing|||||624|1936|""||||||
Singin' In The Rain|||||954|1929|""||||||
Sippin' At Bell's|||||851|1947|"2_325"||||||
Sippin' At Bells|Miles Davis||||||""||||y||
Sister Sadie|Horace Silver||||544|1959|"2_324,3_266"|||h,017,|y||
Skating In Central Park|John Lewis||||||"1_384"||||y||
Skippy|Thelonious Monk||||||""||||y||
Skylark|Hoagy Carmichael||||62|1941|"3_267"|1||032,107,|y||
Skyliner|Charlie Barnet||||||""||||y||
Sleepin' Bee, A|||||||"3_268"||||||
Sleeping Bee, A|||||||"2_412"||||||
Slipped Disc|Benny Goodman||||||"2_326"||||y||
Slow Hot Wind|Henry Mancini||||||""||||y||
Slow, Hot; Wind|||||||"2_328"||||||
Slowly Gone, Bygone|||||||"1_385"||||||
Smile|Charles Chaplin||||524|1954|""||||y||
Smiles|||||777|1917|""||||||
Smoke Gets In Your Eyes|Jerome Kern||||99|1933|"2_329"|||055,085,|y||
Smoke Rings|Gifford-Washington||||||""||||y||
Smooth Sailing|||||961|1959|""||||||
Sno' Peas|Phil Markowitz||||||""||||y||
Snowfall|||||900|1941|""||||||
So Danco Samba|Antonio-Carlos Jobim||||||""||||y|y|
So In Love|Cole Porter||||443|1948|"3_270"||y|112,|y||
So Many Stars|Sergio Mendez||||||""||||y||
So Nice (Summer Samba)|Marco Valles||||||""||||y||
So Rare|||||946|1937|""||||||
So Tender|Keith Jarrett||||||""||||y||
So What|Miles Davis||||435|1959|"1_399"|||050,|y||
Soft Winds|||||314|1940|""||||||
Softly As A Morning Sunrise|||||132|1928|"2_330"||y|040,085,118,|||
Softly, As In A Morning Sunrise|Sigmund Romberg||||||""||||y||
Solar|Miles Davis||||402|1954|"1_386"|1||i,007,088,|y||
Solitude|Duke Ellington||||136|1934|"1_387"|3||012,|y||
Some Enchanted Evening|Richard Rodgers||||||""||||y||
Some Nerve|||||||"3_272"||||||
Some Of These Days|||||405|1910|""|||080,||y|
Some Other Blues|John Coltrane||||||"2_319"||||y||
Some Other Spring|Herzog-Kitchings||||631|1939|"1"||||y||
Some Other Time|Leonard Bernstein||||||"1_389"||||y||
Some Skunk Funk|||||||"1_390"||||||
Somebody Loves Me|George Gershwin||||172|1924|"1"||y||y||
Somebody Stole My Gal|||||593|1918|""|||080,|||
Someday (You'll Be Sorry)|Louis Armstrong||||||""||||y||
Someday My Prince Will Come|Frank Churchill||||240|1937|"1_388"|1||058,|y||
Someday Sweetheart|||||364|1919|""||||||
Someone To Watch Over Me|George Gershwin||||77|1926|"2_331"||y|110,113,|y||
Someone's Rocking My Dreamboat|||||||""|||||y|
Something From Everyone|||||||"3_273"||||||
Something To Live For|||||439|1939|""||||||
Sometime Ago|Sergio Mikanovich||||831|1962|"1_392"||||y||
Sometimes I Feel Like A Motherless Child|||||505|1918|""||||||
Sometimes I'm Happy|Vincent Youmans||||149|1925|"3"||y||y||
Somewhere|Leonard Bernstein||||719|1956|""||||y||
Son Of Mr Green Genes|||||||"1_396"||||||
Song|||||||"1_393"||||||
Song For Bilbad|||||||"2_332"||||||
Song For My Father|Horace Silver||||||"1_394"||||y||
Song For My Lady|||||||"2_317"||||||
Song For Sisyphus|||||||"3_274"||||||
Song Is Ended, The|||||598|1927|"3"||||||
Song Is You, The|Jerome Kern||||159|1932|"1_395"|||015,055,|y||
Songe D' Automne|||||||""|||||y|
Sonny Boy|||||664|1928|""||||||
Sonnymoon For Two|Sonny Rollins||||||"3_276"||||y||
Soon|George Gershwin||||381|1929|"3_277"||y|022,|y||
Sophisticated Lady|Duke Ellington||||31|1933|"1_397"|2||012,|y||
Sorcerer, The|Herbie Hancock||||||"1_398"||||y||
Soul Eyes|Mal Waldron||||477|1957|"2_333"|||032,074,|y||
Soultrane|Tadd Dameron||||||"2_334"||||y||
Sound Lee|||||||"2_335"||||||
South|||||849|1924|""||||||
Souvenir|Benny Carter||||||""||||y||
Souvenirs|||||||""|||||y|
Space Circus Part 1|||||||"1_400"||||||
Space Circus Part 2|||||||"1_402"||||||
Spain|Chick Corea||||||""||||y||
Speak Like A Child|Herbie Hancock||||||"2_336"||||y||
Speak Low|Kurt Weill||||120|1943|"2_337"|1||025,065,|y||
Speak No Evil|Wayne Shorter||||||"1_404"||||y||
Speevy|||||||""|||||y|
Spiral|||||||"2_338"||||||
Spiral Dance|||||||"1_405"||||||
Spirit Samba|||||||"3_278"||||||
Spring Can Really Hang You Up The Most|Tommy Wolf||||755|1955|"3_280,2_339"|2|||y||
Spring Is Here|Richard Rodgers||||228|1938|"1_406"|3||034,|y||
Squatty Roo|||||711|1941|""||||||
Squeeze Me|||||171|1925|""||||||
Squirrel|||||||"3_282"||||||
St Louis Blues|||||20|1914|"2"|||079,100,|||
St. James Infirmary|||||239|1928|"2"|||h,100,|||
St. Louis Blues|W.C. Handy||||||""||||y||
St. Thomas|Sonny Rollins||||371|1956|"2"|1||h,008,074,|y||
Stablemates|Benny Golson||||424|1955|"3_283"|2||014,065,|y||
Stairway To The Stars|Matt Maineck||||||""||||y||
Stairway To The Stars (Park Avenue Fantasy)|||||167|1935|""|3|||||
Star Crossed Lovers|||||829|1944|""||||||
Star Dust|Hoagy Carmichael|||y|12|1929|"2"|2||052,107,|y||
Star Eyes|Gene DePaul||||87|1943|"2_341,3_284"|3||034,059,|y||
Star-crossed Lovers|Strayhorn-Ellington||||||"1_407"||||y||
Stardust|||||||"2_340"||||||
Stars Fell On Alabama|Frank Perkins||||238|1934|"3_285"|3||052,107,|y|y|
Steeple Chase|||||||"3_286"||||||
Stella By Starlight|Victor Young|y|y|y|10|1946|"1_408"|||022,059,068,085,093,|y||
Steps|||||||"1_409"||||||
Stolen Moments|Oliver Nelson||||853|1961|"1_410"|||073,|y||
Stompin' At Decca|||||||""|||||y|
Stompin' At The Savoy|Webb-Goodman-Sampson||||48|1936|"1_411"|3||034,|y||
Stormy Monday Blues|||||925|1942|""||||||
Stormy Weather|Harold Arlen||||||"3_287"||||y||
Stormy Weather (Keeps Rainin' All The Time)|||||106|1933|"3"|1|y|044,|||
Straight Life|||||||"2_343"||||||
Straight No Chaser|Thelonious Monk||||163|1951|"1_412"||||y||
Straight Street|John Coltrane||||||""||||y||
Straighten Up And Fly Right|Cole-Mills||||951|1944|""||||y||
Strange Fruit|||||681|1940|""||||||
Stranger In Paradise|||||968|1954|""|||049,||y|
Strangers In The Night|Bert Kaempfert||||||""||||y||
Strayhorn 2|Gerry Mulligan||||||"2_344"||||y||
Street Louis Blues|||||||"2_342"||||||
Street Of Dreams|Victor Young||||376|1932|"3_288"|3||072,|y||
Strike Up The Band|George Gershwin||||320|1929|""||y||y||
String Of Pearls|||||960|1941|""||||||
Strode Rode|Sonny Rollins||||||"2_345"||||y||
Strollin'|Horace Silver||||709|1960|"2_346"|2||018,|y||
Struttin' With Some Barbecue|Lillian Armstrong||||556|1928|"2_347"||||y||
Stuff|||||||"1_413"||||||
Stuffy|||||692|1945|""||||||
Stumbling|||||||""|||||y|
Subconscious Lee|Lee Konitz||||||"2_348"||||y||
Suddenly It's Spring|Jimmy Van-Heusen||||||""||||y||
Sugar|Stanley Turrentine||||||"1_414"||||y||
Sugar (That Sugar Baby O' Mine)|||||269|1927|"1"|3||i,049,070,|||
Sugar Blues|||||791|1919|""||||||
Sugar Foot Stomp|||||813|1926|""||||||
Summer Band Camp|Mick Goodrick||||||""||||y||
Summer In Central Park|||||||"2_349"||||||
Summer Knows, The|Michel Legrand||||608|1971|"2_350"||y||y||
Summer Night|||||839|1936|""||||||
Summer Samba|||||||"1_415"||||||
Summer Serenade|Benny Carter||||||""||||y||
Summertime|George Gershwin|y|y|y|3|1935|"2_323"||y|025,054,107,123,|y|y|
Sun Down|Wes Montgomery||||||""||||y||
Sunday|||||281|1926|""||||||
Sunny|Bobby Hebb||||606|1966|"3_289"||y|049,|y||
Sunny Side Of The Street|||||||"3_290"||||||
Sunshine Express|||||||"2_351"||||||
Superstition|||||991|1972|""||||||
Supplique Pour Etre Enterre Sur La Plague De Sete|||||||""|||||y|
Surrey With The Fringe On The Top|Richard Rodgers||||||""||||y||
Surrey With The Fringe On Top, The|||||399|1943|"1"||||||
Svetlana|||||||""|||||y|
Sway|Ruiz-Gimbel||||||""||||y||
Swedish Pastry|||||||"1_416"||||||
Sweeping Up|Steve Swallow||||||"1_200"||||y||
Sweet And Lovely|Arnheim-Daniels-Tobias||||142|1931|"3"|2||059,|y||
Sweet Chorus|||||||""|||||y|
Sweet Georgia Bright|Charles Lloyd||||||"1_417"||||y||
Sweet Georgia Brown|Pinkard-Casey-Bernie||||16|1925|"2_353"||y|039,067,070,084,|y||
Sweet Henry|||||||"1_418"||||||
Sweet Lorraine|Cliff Burwell||||37|1928|"3_291"|3||052,|y||
Sweet Rain|||||||"1_419"||||||
Sweet Sue, Just You|Harris-Young||||193|1928|"2"||||y|y|
Sweetest Sounds, The|Richard Rodgers||||||"2_352"||||y||
Sweethearts On Parade|||||956|1928|""||||||
Swing 39|||||||""|||||y|
Swing 41|||||||""|||||y|
Swing 42|||||||""|||||y|
Swing 48|||||||""|||||y|
Swing 85 (Milko)|||||||""|||||y|
Swing De Paris|||||||""|||||y|
Swing Dentz Swing|||||||"3_292"||||||
Swing Des Puces|||||||""|||||y|
Swing For Jinny|||||||""|||||y|
Swing For Ninine|||||||""|||||y|
Swing Gitan|||||||""|||||y|
Swing Guitars|||||||""|||||y|
Swing Low, Sweet Chariot|||||478|Trad.|""||||||
Swing Shift|||||||"3_294"||||||
Swing Star|||||||""|||||y|
Swing Valse|||||||""|||||y|
Swingin' Shepherd Blues|||||||"2_323"||||||
Swinging Love|||||||""|||||y|
Swinging Shepherd Blues, The|Koffman-Roberts-Jacobson||||||""||||y||
Swinging The Blues|||||520|1938|""||||||
Swinging With Django|||||||""|||||y|
Swingtime In Springtime|||||||""|||||y|
Sy Clone|||||||"3_295"||||||
Syeeda's Song Flute|||||||"2_354"||||||
Symphonie|||||||""|||||y|
Syracuse|||||||""|||||y|
T.j.r.c.|||||||"3_296"||||||
Taboo|||||850|1934|""||||||
Tadd's Delight|||||||"2_357"||||||
Tain't Nobody's Business If I Do|||||653|1922|""||||||
Tain't What You Do|||||835|1939|"2"||||||
Take Five|Paul Desmond||||656|1960|"1_420"||y|090,105,|y||
Take The "a" Train|||||||"1_421"||||||
Take The A Train|Billy Strayhorn||||23|1941|"1"|1||012,065,066,|y||
Taking A Chance On Love|Vernon Duke||||214|1940|"2_358"|3|||y||
Tame Thy Pen|||||||"1_422"||||||
Tangerine|Victor Schertzinger||||212|1942|"2_359"|||022,|y||
Tautology|||||||"2_360"||||||
Tchavolo Swing|||||||""|||||y|
Tea For Two|Vincent Youmans||||59|1924|"3_298"||y|051,|y|y|
Teach Me Tonight|Gene DePaul||||444|1953|"3_297"||y|041,|y||
Tears|||||||""|||||y|
Teenie' Blues|||||||"2_361"||||||
Tell Me A Bedtime Story|Herbie Hancock||||||"1_424"||||y||
Temptation|||||957|1933|""||||||
Tempus Fugit|Bud Powell||||||""||||y||
Tenderly|Walter Gross||||26|1946|"2_362"|1||044,|y||
Tenor Madness|Sonny Rollins||||||"2_376"||||y||
Thanks For The Memory|Leo Robin||||762|1937|"1"||||y||
That Old Black Magic|Harold Arlen||||180|1942|"3"||||y||
That Old Devil Called Love|||||824|1944|""||||||
That Old Feeling|Brown-Fain||||244|1937|"3_300"|3||072,|y||
That's A Plenty|||||571|1914|""|||100,|||
That's All|Haymes-Brandt||||261|1952|"3_301"|2||041,107,|y||
Their's Tears|||||||"3_307"||||||
Theirs Tears|||||||"2_363"||||||
Thelonious|Thelonious Monk||||||""||||y||
Them There Eyes|Tracy-Tauber-Pinkard||||264|1930|""|2|||y|y|
Theme From Maxine|||||||"3_302"||||||
Theme From Mr Broadway|||||||"2_252"||||||
Theme, The|Miles Davis||||||""||||y||
Then I'll Be Tired Of You|||||551|1934|"3_303"||y||||
There Are Such Things|||||913|1942|"3"||||||
There Goes My Heart|||||||"3_304"||||||
There Is No Greater Love|Isham Jones||||52|1936|"1_423"|2||034,|y||
There Will Never Be Another You|Harry Warren|y|y|y|43|1942|"1_426"|1||044,093,|y||
There'll Be Some Changes Made|Benton Overstreet||||401|1921|"1"||||y||
There's A Lull In My Life|Harry Revel||||924|1937|""||||y||
There's A Small Hotel|Richard Rodgers||||284|1936|"2"||y|020,|y||
There's No You|Hal Hopper||||518|1944|""||y||y||
These Foolish Things|Strachey-Link||||28|1936|"2_364"|1|||y||
They All Laughed|George Gershwin||||927|1936|""||y||y||
They Can't Take That Away From Me|George Gershwin||||86|1937|"1_427"||y||y||
They Didn't Believe Me|Jerome Kern||||446|1914|"1"|||080,|y||
They Say|Heyman-Mann-Weiss||||987|1938|""||||y||
They Say It's Wonderful|Irving Berlin||||345|1946|"3_306"||||y||
Things Ain't What They Used To Be|Duke Ellington||||92|1942|"2_365,3_308"||||y||
Things To Come|||||||"2_366"||||||
Things We Did Last Summer, The|Cahn-Styne||||785|1946|"2"|||089,|y||
Think Of One|Thelonious Monk||||||""||||y||
Think On Me|||||||"1_428"||||||
Third Man Theme|||||||""|||||y|
This Can't Be Love|Richard Rodgers||||123|1938|"3_309"|||089,|y||
This Could Be The Start Of Something Good|Steve Allen||||||""||||y||
This I Dig Of You|Hank Mobley||||||"2_367"||||y||
This Is All I Ask|Gordon Jenkins||||997|1958|"3"||||y||
This Is Always|||||315|1946|""||y||||
This Is New|Kurt Weill||||||""||||y||
This Love Of Mine|||||590|1941|""||||||
This Masquerade|Leon Russell||||||""||||y||
This Time The Dream's On Me|||||416|1941|""||||||
This Year's Kisses|Irving Berlin||||912|1937|"2"||||y||
Thou Swell|Richard Rodgers||||278|1927|"1"||y||y||
Three And One|||||||"3_310"||||||
Three Base Hit|||||||"2_413"||||||
Three Flowers|||||||"1_429"||||||
Three Little Words|Harry Ruby||||145|1930|"3"|2||051,|y||
Thrill Is Gone, The|Ray Henderson||||760|1931|"3_311"||||y||
Thriving From A Riff|Charlie Parker||||||""||||y||
Thriving On A Riff|||||||"2_368"||||||
Thumper, The|||||||"2_356"||||||
Thyme's Time|||||||"3_312"||||||
Tickle Toe|||||679|1940|""||||||
Tickle-toe|||||||"2_369"||||||
Tico Tico|||||||""|||||y|
Tico Tico (Tico No Fuba)|||||615|1943|""||||||
Tidal Breeze|||||||"3_314"||||||
Tiger Rag|||||259|1917|""|||100,||y|
Till There Was You|Meredith Wilson||||||"2_370"||||y||
Time After Time|Jule Styne||||131|1947|"2_371"||y|041,107,|y||
Time For Love, A|||||||"3_315"||||||
Time On My Hands|Vincent Youmans||||156|1930|""||||y||
Time Out|||||944|1937|""|||118,|||
Time Remembered|Bill Evans||||||"1_432"||||y||
Time Was|||||||"3_318"||||||
Times Lie|||||||"3_316"||||||
Tin Roof Blues|||||614|1923|""||||||
Tin Tin Deo|Dizzy Gillespie||||623|1947|""||||y||
Tiny Capers|Clifford Brown||||||"3_319"||||y||
Tippin'|||||||"2_372"||||||
Tis Autumn|Henry Nemo||||621|1941|""||y||y||
Tis'|||||||"3_320"||||||
Title||Chrds|Prnt|Mp3|Rank|Year|""||SRB|Aebersold|||
To Each His Own|||||1000|1946|""|||||y|
To Kill A Brick|||||||"3_321"||||||
Toad's Place|||||||"2_374"||||||
Together|||||749|1928|""|||029,|||
Tomorrow's Destiny|||||||"2_373"||||||
Tones For Joan's Bones|Chick Corea||||||"1_430"||||y||
Tonight|Bernstein-Sondheim||||916|1957|""||||y||
Tonight You Belong To Me|Rose-David||||||""||||y||
Too Close For Comfort|Bock-Weiss-Holofcener||||391|1956|"3_322"||||y||
Too Late Now|||||620|1950|"3"||||||
Too Marvelous For Words|Richard Whiting||||344|1937|"3_323"||y|039,|y||
Too Young|Lippman-Dee||||||""||||y||
Too Young To Go Steady|Jimmy McHugh||||972|1955|""|||052,|y||
Topsy|||||385|1937|"1"|||||y|
Touch Of Your Lips, The|Ray Noble||||474|1936|"3_324"|||072,|y||
